Gender,Age,Game,Hours
male,28-29,Other,3
male,28-29,SWG,3
male,28-29,WoW,3
male,28-29,AO,3
male,28-29,EQ,3
male,30-31,WoW,3
male,30-31,WoW,3
male,30-31,EQ2,3
male,30-31,CoH,3
male,30-31,WoW,3
male,30-31,WoW,3
male,30-31,WoW,3
male,30-31,WoW,3
male,30-31,WoW,3
male,30-31,WoW,3
male,30-31,WoW,3
male,30-31,UO,3
male,30-31,SWG,3
male,30-31,EQ2,3
male,30-31,WoW,3
male,30-31,EQ,3
male,30-31,WoW,3
male,30-31,WoW,3
male,30-31,WoW,3
male,30-31,WoW,3
male,30-31,WoW,3
male,30-31,EQ2,3
male,30-31,WoW,3
male,30-31,WoW,3
male,30-31,WoW,3
female,32-33,WoW,3
male,32-33,EQ2,3
male,32-33,WoW,3
male,32-33,EQ2,3
male,32-33,WoW,3
male,32-33,EQ,3
male,32-33,Other,3
male,32-33,WoW,3
male,32-33,EQ2,3
male,32-33,EQ2,3
male,32-33,Other,3
male,32-33,WoW,3
male,32-33,Other,3
female,32-33,AO,3
male,32-33,WoW,3
male,32-33,UO,3
male,32-33,Other,3
male,32-33,EQ2,3
male,32-33,WoW,3
male,32-33,WoW,3
male,34-35,WoW,3
male,34-35,WoW,3
male,34-35,EQ,3
male,34-35,WoW,3
male,34-35,WoW,3
male,34-35,SWG,3
male,34-35,WoW,3
female,34-35,EQ,3
male,34-35,WoW,3
male,34-35,EQ2,3
male,34-35,WoW,3
male,34-35,Other,3
male,36-37,EQ,3
male,36-37,EQ2,3
male,36-37,WoW,3
male,36-37,AC1,3
female,36-37,SWG,3
female,36-37,WoW,3
male,36-37,WoW,3
male,36-37,SWG,3
male,36-37,WoW,3
male,36-37,EQ,3
male,36-37,WoW,3
male,36-37,WoW,3
female,38-39,DAOC,3
male,38-39,DAOC,3
male,38-39,WoW,3
female,38-39,EQ,3
male,38-39,EQ,3
male,38-39,SWG,3
male,38-39,EQ2,3
male,38-39,WoW,3
male,38-39,EQ2,3
female,40-41,WoW,3
male,40-41,EQ,3
male,40-41,WoW,3
male,40-41,CoH,3
male,40-41,WoW,3
male,40-41,Other,3
female,40-41,CoH,3
male,40-41,WoW,3
male,40-41,WoW,3
male,40-41,WoW,3
female,42-43,EQ,3
female,42-43,UO,3
male,42-43,WoW,3
male,42-43,SWG,3
male,42-43,Other,3
female,44-45,EQ2,3
male,44-45,EQ2,3
male,44-45,WoW,3
male,46-47,EQ2,3
female,46-47,EQ,3
female,48-49,EQ2,3
female,48-49,WoW,3
male,48-49,WoW,3
male,50-51,WoW,3
male,52-53,FFXI,3
male,60-,WoW,3
male,16-17,AO,3
male,16-17,EQ2,3
male,16-17,Other,3
male,18-19,WoW,3
male,18-19,FFXI,3
male,18-19,WoW,3
male,18-19,EQ2,3
male,18-19,Other,3
male,20-21,Other,3
male,22-23,WoW,3
male,22-23,AO,3
male,22-23,EQ,3
male,22-23,WoW,3
male,22-23,WoW,3
female,24-25,EQ,3
male,24-25,DAOC,3
male,24-25,WoW,3
male,24-25,WoW,3
male,24-25,Other,3
female,24-25,WoW,3
male,24-25,WoW,3
male,24-25,WoW,3
male,24-25,WoW,3
male,24-25,EQ2,3
male,24-25,WoW,3
male,26-27,WoW,3
male,26-27,WoW,3
male,26-27,WoW,3
male,28-29,WoW,3
male,28-29,UO,3
male,28-29,EQ2,3
male,28-29,DAOC,3
male,30-31,WoW,3
male,30-31,WoW,3
female,30-31,EQ,3
male,30-31,Other,3
male,30-31,WoW,3
male,32-33,WoW,3
male,32-33,SWG,3
male,32-33,WoW,3
male,32-33,WoW,3
male,34-35,WoW,3
female,36-37,DAOC,3
male,38-39,WoW,3
female,42-43,EQ,3
male,46-47,WoW,3
male,50-51,EQ,3
male,58-59,WoW,3
male,14-15,WoW,3
male,34-35,WoW,3
male,16-17,EQ2,4
female,16-17,WoW,4
male,16-17,WoW,4
male,18-19,WoW,4
male,18-19,WoW,4
male,18-19,WoW,4
male,18-19,WoW,4
female,20-21,WoW,4
male,20-21,EQ2,4
male,20-21,WoW,4
male,22-23,EQ2,4
male,22-23,WoW,4
male,22-23,WoW,4
male,22-23,WoW,4
male,22-23,WoW,4
male,22-23,WoW,4
male,24-25,WoW,4
male,24-25,WoW,4
male,24-25,WoW,4
male,24-25,WoW,4
female,24-25,WoW,4
male,24-25,WoW,4
female,26-27,WoW,4
male,26-27,EQ,4
male,26-27,WoW,4
male,26-27,CoH,4
male,26-27,SWG,4
male,28-29,EQ,4
male,28-29,WoW,4
male,28-29,EQ2,4
female,28-29,WoW,4
male,30-31,WoW,4
male,34-35,EQ2,4
female,34-35,AC1,4
male,34-35,DAOC,4
male,34-35,WoW,4
female,38-39,EQ,4
male,48-49,WoW,4
male,50-51,EQ,4
male,56-57,UO,4
female,36-37,SWG,4
male,14-15,SWG,4
male,14-15,WoW,4
male,14-15,Other,4
female,16-17,Other,4
male,16-17,WoW,4
male,16-17,WoW,4
male,16-17,AO,4
male,16-17,WoW,4
male,16-17,WoW,4
male,16-17,WoW,4
male,16-17,Other,4
female,16-17,EQ,4
male,16-17,WoW,4
male,16-17,WoW,4
male,16-17,WoW,4
male,16-17,WoW,4
male,16-17,EQ2,4
male,16-17,WoW,4
male,16-17,WoW,4
male,16-17,EQ,4
male,16-17,WoW,4
female,18-19,EQ2,4
male,18-19,WoW,4
male,18-19,WoW,4
male,18-19,WoW,4
male,18-19,WoW,4
male,18-19,WoW,4
male,18-19,WoW,4
male,18-19,WoW,4
male,18-19,WoW,4
male,18-19,WoW,4
male,18-19,DAOC,4
male,18-19,WoW,4
male,18-19,WoW,4
male,18-19,WoW,4
male,18-19,WoW,4
male,18-19,WoW,4
male,18-19,WoW,4
male,18-19,WoW,4
male,18-19,SWG,4
male,18-19,WoW,4
male,18-19,WoW,4
male,18-19,CoH,4
male,18-19,WoW,4
male,18-19,WoW,4
male,18-19,Other,4
male,18-19,EQ,4
male,18-19,Other,4
male,18-19,EQ2,4
male,18-19,DAOC,4
male,18-19,Other,4
female,18-19,WoW,4
female,18-19,WoW,4
female,18-19,WoW,4
female,18-19,EQ,4
male,18-19,EQ2,4
male,18-19,WoW,4
male,18-19,WoW,4
male,18-19,WoW,4
male,18-19,WoW,4
male,18-19,WoW,4
male,18-19,WoW,4
male,18-19,WoW,4
male,18-19,WoW,4
male,18-19,WoW,4
male,18-19,WoW,4
male,18-19,WoW,4
male,18-19,Other,4
male,18-19,SWG,4
male,18-19,WoW,4
male,18-19,WoW,4
male,18-19,WoW,4
male,18-19,WoW,4
male,18-19,Other,4
male,18-19,Other,4
male,18-19,EQ2,4
female,20-21,WoW,4
female,20-21,UO,4
male,20-21,WoW,4
male,20-21,EQ2,4
male,20-21,WoW,4
male,20-21,WoW,4
male,20-21,Other,4
male,20-21,EQ2,4
male,20-21,Other,4
male,20-21,AO,4
male,20-21,WoW,4
male,20-21,WoW,4
male,20-21,WoW,4
male,20-21,WoW,4
male,20-21,WoW,4
male,20-21,WoW,4
male,20-21,AO,4
male,20-21,EQ2,4
male,20-21,WoW,4
male,20-21,WoW,4
male,20-21,WoW,4
male,20-21,WoW,4
male,20-21,EQ2,4
male,20-21,Other,4
male,20-21,EQ2,4
male,20-21,WoW,4
male,20-21,WoW,4
male,20-21,WoW,4
male,20-21,WoW,4
male,20-21,EQ2,4
male,20-21,FFXI,4
male,20-21,WoW,4
male,20-21,WoW,4
male,20-21,WoW,4
male,20-21,WoW,4
male,20-21,WoW,4
male,20-21,WoW,4
male,20-21,WoW,4
male,20-21,WoW,4
male,20-21,WoW,4
male,20-21,EQ2,4
male,20-21,WoW,4
male,20-21,WoW,4
male,20-21,WoW,4
male,20-21,WoW,4
male,20-21,WoW,4
male,20-21,WoW,4
male,20-21,WoW,4
male,20-21,SWG,4
male,20-21,WoW,4
male,20-21,WoW,4
male,20-21,WoW,4
male,20-21,EQ2,4
male,20-21,WoW,4
male,20-21,WoW,4
male,20-21,SWG,4
female,22-23,WoW,4
male,22-23,UO,4
male,22-23,Other,4
male,22-23,WoW,4
male,22-23,WoW,4
male,22-23,WoW,4
male,22-23,EQ2,4
male,22-23,WoW,4
male,22-23,WoW,4
male,22-23,WoW,4
male,22-23,WoW,4
male,22-23,WoW,4
male,22-23,WoW,4
male,22-23,WoW,4
male,22-23,WoW,4
male,22-23,WoW,4
male,22-23,WoW,4
male,22-23,WoW,4
male,22-23,WoW,4
male,22-23,WoW,4
male,22-23,WoW,4
male,22-23,WoW,4
male,22-23,WoW,4
male,22-23,WoW,4
male,22-23,WoW,4
male,22-23,WoW,4
male,22-23,FFXI,4
male,22-23,AO,4
male,22-23,FFXI,4
female,22-23,UO,4
female,22-23,WoW,4
female,22-23,DAOC,4
male,22-23,EQ2,4
male,22-23,WoW,4
male,22-23,WoW,4
male,22-23,WoW,4
male,22-23,WoW,4
male,22-23,WoW,4
male,22-23,FFXI,4
male,22-23,EQ,4
male,22-23,WoW,4
male,22-23,WoW,4
male,22-23,WoW,4
male,22-23,WoW,4
male,22-23,WoW,4
male,22-23,WoW,4
male,22-23,WoW,4
male,22-23,WoW,4
male,22-23,WoW,4
male,22-23,CoH,4
male,22-23,WoW,4
male,22-23,WoW,4
male,22-23,WoW,4
male,22-23,WoW,4
male,22-23,WoW,4
male,22-23,WoW,4
male,22-23,WoW,4
male,22-23,WoW,4
male,22-23,WoW,4
male,22-23,WoW,4
male,22-23,WoW,4
female,24-25,EQ2,4
female,24-25,EQ2,4
male,24-25,WoW,4
male,24-25,WoW,4
male,24-25,WoW,4
male,24-25,WoW,4
male,24-25,AO,4
male,24-25,WoW,4
male,24-25,WoW,4
male,24-25,WoW,4
male,24-25,WoW,4
male,24-25,WoW,4
male,24-25,WoW,4
male,24-25,WoW,4
male,24-25,WoW,4
male,24-25,WoW,4
male,24-25,WoW,4
male,24-25,WoW,4
male,24-25,DAOC,4
male,24-25,WoW,4
male,24-25,WoW,4
male,24-25,WoW,4
male,24-25,WoW,4
male,24-25,WoW,4
male,24-25,WoW,4
male,24-25,EQ2,4
male,24-25,SWG,4
male,24-25,Other,4
male,24-25,Other,4
male,24-25,Other,4
male,24-25,Other,4
male,24-25,EQ,4
male,24-25,EQ,4
male,24-25,EQ,4
female,24-25,WoW,4
female,24-25,UO,4
male,24-25,EQ,4
male,24-25,WoW,4
male,24-25,EQ2,4
male,24-25,WoW,4
male,24-25,DAOC,4
male,24-25,CoH,4
male,24-25,WoW,4
male,24-25,AO,4
male,24-25,WoW,4
male,24-25,WoW,4
male,24-25,Other,4
male,24-25,WoW,4
male,24-25,EQ2,4
male,24-25,UO,4
male,24-25,EQ2,4
male,24-25,EQ,4
male,24-25,FFXI,4
male,24-25,WoW,4
male,24-25,SWG,4
female,26-27,WoW,4
female,26-27,Other,4
male,26-27,WoW,4
male,26-27,EQ,4
male,26-27,WoW,4
male,26-27,WoW,4
male,26-27,WoW,4
male,26-27,WoW,4
male,26-27,WoW,4
male,26-27,EQ2,4
male,26-27,WoW,4
male,26-27,WoW,4
male,26-27,EQ2,4
male,26-27,EQ2,4
male,26-27,WoW,4
male,26-27,SWG,4
male,26-27,WoW,4
female,26-27,EQ2,4
female,26-27,EQ2,4
male,26-27,EQ2,4
male,26-27,FFXI,4
male,26-27,WoW,4
male,26-27,WoW,4
male,26-27,WoW,4
male,26-27,CoH,4
male,26-27,WoW,4
male,26-27,SWG,4
male,26-27,WoW,4
male,26-27,WoW,4
male,26-27,WoW,4
male,26-27,WoW,4
male,26-27,WoW,4
male,26-27,WoW,4
male,26-27,WoW,4
male,26-27,WoW,4
male,26-27,SWG,4
male,26-27,Other,4
male,26-27,WoW,4
male,26-27,Other,4
female,28-29,WoW,4
male,28-29,DAOC,4
male,28-29,WoW,4
male,28-29,SWG,4
male,28-29,EQ2,4
male,28-29,WoW,4
male,28-29,DAOC,4
male,28-29,WoW,4
male,28-29,WoW,4
male,28-29,WoW,4
male,28-29,WoW,4
male,28-29,CoH,4
male,28-29,WoW,4
male,28-29,WoW,4
male,28-29,WoW,4
male,28-29,WoW,4
male,28-29,Other,4
male,28-29,WoW,4
male,28-29,WoW,4
male,28-29,WoW,4
male,28-29,CoH,4
male,28-29,Other,4
male,28-29,EQ2,4
female,28-29,WoW,4
female,28-29,EQ,4
female,28-29,EQ2,4
female,28-29,WoW,4
male,28-29,CoH,4
male,28-29,EQ,4
male,28-29,WoW,4
male,28-29,WoW,4
male,28-29,SWG,4
male,28-29,Other,4
male,28-29,WoW,4
male,28-29,WoW,4
male,28-29,WoW,4
male,28-29,WoW,4
male,28-29,WoW,4
male,28-29,EQ2,4
male,28-29,CoH,4
male,28-29,EQ2,4
male,28-29,WoW,4
male,28-29,SWG,4
male,28-29,Other,4
female,30-31,EQ2,4
male,30-31,WoW,4
male,30-31,WoW,4
male,30-31,EQ2,4
male,30-31,EQ2,4
male,30-31,Other,4
male,30-31,WoW,4
male,30-31,SWG,4
male,30-31,Other,4
male,30-31,WoW,4
male,30-31,WoW,4
male,30-31,CoH,4
male,30-31,WoW,4
male,30-31,WoW,4
male,30-31,WoW,4
male,30-31,WoW,4
male,30-31,EQ,4
male,30-31,WoW,4
male,30-31,Other,4
male,30-31,Other,4
female,30-31,WoW,4
male,30-31,WoW,4
male,30-31,WoW,4
male,30-31,WoW,4
male,30-31,EQ2,4
male,30-31,EQ,4
male,30-31,WoW,4
male,30-31,WoW,4
male,30-31,WoW,4
male,30-31,WoW,4
male,30-31,WoW,4
male,30-31,CoH,4
male,30-31,WoW,4
male,30-31,WoW,4
male,30-31,WoW,4
male,30-31,Other,4
male,30-31,WoW,4
female,32-33,WoW,4
female,32-33,WoW,4
male,32-33,WoW,4
male,32-33,WoW,4
male,32-33,EQ2,4
male,32-33,EQ2,4
male,32-33,WoW,4
male,32-33,WoW,4
male,32-33,WoW,4
male,32-33,WoW,4
male,32-33,WoW,4
male,32-33,EQ,4
male,32-33,WoW,4
male,32-33,WoW,4
male,32-33,WoW,4
male,32-33,EQ2,4
male,32-33,WoW,4
male,32-33,WoW,4
female,32-33,EQ2,4
female,32-33,WoW,4
female,32-33,DAOC,4
female,32-33,WoW,4
male,32-33,EQ,4
male,32-33,WoW,4
male,32-33,WoW,4
male,32-33,WoW,4
male,32-33,AO,4
male,32-33,CoH,4
male,32-33,WoW,4
male,32-33,WoW,4
male,32-33,WoW,4
male,32-33,WoW,4
male,32-33,Other,4
female,34-35,WoW,4
female,34-35,WoW,4
female,34-35,EQ2,4
male,34-35,WoW,4
male,34-35,DAOC,4
male,34-35,SWG,4
male,34-35,WoW,4
male,34-35,WoW,4
male,34-35,WoW,4
male,34-35,WoW,4
male,34-35,WoW,4
male,34-35,Other,4
male,34-35,WoW,4
male,34-35,Other,4
male,34-35,WoW,4
male,34-35,WoW,4
male,34-35,WoW,4
male,34-35,AO,4
male,34-35,WoW,4
male,34-35,EQ,4
female,34-35,WoW,4
male,34-35,WoW,4
male,34-35,Other,4
male,34-35,WoW,4
male,34-35,EQ2,4
male,34-35,WoW,4
male,34-35,CoH,4
male,34-35,WoW,4
male,34-35,WoW,4
male,34-35,WoW,4
male,34-35,WoW,4
male,34-35,WoW,4
male,34-35,EQ,4
male,34-35,WoW,4
male,34-35,WoW,4
male,34-35,WoW,4
male,34-35,WoW,4
female,36-37,EQ,4
female,36-37,WoW,4
male,36-37,WoW,4
male,36-37,UO,4
male,36-37,EQ2,4
male,36-37,EQ,4
male,36-37,WoW,4
male,36-37,WoW,4
male,36-37,WoW,4
male,36-37,EQ2,4
female,36-37,EQ,4
female,36-37,EQ,4
female,36-37,WoW,4
male,36-37,WoW,4
male,36-37,WoW,4
male,36-37,WoW,4
male,36-37,WoW,4
male,36-37,SWG,4
female,38-39,FFXI,4
male,38-39,AO,4
male,38-39,WoW,4
male,38-39,EQ,4
male,38-39,EQ,4
male,38-39,SWG,4
male,38-39,EQ2,4
male,38-39,EQ2,4
male,38-39,WoW,4
male,38-39,EQ2,4
male,38-39,EQ,4
male,38-39,WoW,4
male,38-39,WoW,4
male,38-39,WoW,4
male,38-39,EQ2,4
male,38-39,CoH,4
male,38-39,WoW,4
male,38-39,DAOC,4
male,38-39,Other,4
male,38-39,WoW,4
female,40-41,SWG,4
male,40-41,WoW,4
male,40-41,EQ,4
male,40-41,EQ2,4
male,40-41,DAOC,4
male,40-41,WoW,4
female,40-41,DAOC,4
male,40-41,WoW,4
male,40-41,EQ2,4
male,40-41,WoW,4
male,40-41,WoW,4
male,40-41,EQ2,4
female,42-43,AO,4
male,42-43,Other,4
male,42-43,EQ,4
male,42-43,WoW,4
male,42-43,EQ2,4
male,42-43,DAOC,4
male,42-43,WoW,4
male,42-43,Other,4
male,42-43,WoW,4
male,42-43,EQ,4
male,42-43,EQ2,4
male,44-45,Other,4
male,44-45,EQ,4
male,44-45,EQ,4
male,44-45,EQ,4
male,44-45,EQ2,4
female,46-47,EQ,4
male,46-47,WoW,4
male,46-47,EQ,4
male,46-47,WoW,4
female,48-49,WoW,4
male,48-49,WoW,4
male,48-49,EQ,4
male,48-49,EQ2,4
male,50-51,WoW,4
female,50-51,WoW,4
female,50-51,WoW,4
female,50-51,UO,4
female,52-53,DAOC,4
male,52-53,EQ2,4
female,54-55,UO,4
female,54-55,EQ2,4
male,54-55,WoW,4
male,56-57,AO,4
male,60-,WoW,4
male,14-15,WoW,4
male,18-19,SWG,4
male,18-19,WoW,4
male,18-19,WoW,4
male,18-19,WoW,4
male,20-21,WoW,4
male,20-21,Other,4
female,22-23,EQ,4
male,22-23,FFXI,4
male,22-23,WoW,4
male,22-23,DAOC,4
male,22-23,WoW,4
male,22-23,WoW,4
male,24-25,WoW,4
male,24-25,WoW,4
male,26-27,WoW,4
male,26-27,WoW,4
male,26-27,WoW,4
female,30-31,DAOC,4
male,32-33,WoW,4
male,36-37,WoW,4
male,36-37,WoW,4
female,46-47,WoW,4
male,50-51,CoH,4
male,18-19,WoW,4
male,18-19,CoH,4
male,20-21,WoW,4
male,24-25,WoW,4
male,26-27,Other,4
male,28-29,EQ2,4
male,38-39,WoW,4
male,40-41,EQ,4
male,40-41,WoW,4
female,40-41,SWG,4
male,40-41,EQ,4
male,20-21,CoH,5
male,22-23,WoW,5
male,22-23,WoW,5
female,26-27,EQ2,5
male,14-15,Other,5
male,16-17,EQ2,5
male,16-17,WoW,5
male,16-17,WoW,5
male,16-17,Other,5
male,16-17,WoW,5
male,18-19,WoW,5
male,18-19,WoW,5
male,18-19,WoW,5
male,18-19,WoW,5
male,18-19,WoW,5
male,18-19,WoW,5
male,18-19,WoW,5
male,18-19,WoW,5
male,18-19,Other,5
male,18-19,WoW,5
male,18-19,WoW,5
male,18-19,AO,5
male,18-19,EQ,5
male,18-19,Other,5
male,20-21,WoW,5
male,20-21,Other,5
male,20-21,WoW,5
male,20-21,WoW,5
male,20-21,WoW,5
male,20-21,WoW,5
male,20-21,WoW,5
male,20-21,WoW,5
male,20-21,FFXI,5
male,22-23,WoW,5
male,22-23,WoW,5
male,22-23,DAOC,5
male,22-23,WoW,5
female,24-25,WoW,5
male,24-25,WoW,5
male,24-25,WoW,5
male,24-25,EQ2,5
male,24-25,WoW,5
male,26-27,SWG,5
male,26-27,Other,5
male,26-27,WoW,5
male,26-27,WoW,5
male,26-27,WoW,5
male,26-27,WoW,5
male,28-29,WoW,5
male,28-29,WoW,5
male,28-29,WoW,5
male,28-29,WoW,5
male,28-29,WoW,5
male,28-29,EQ2,5
male,28-29,WoW,5
male,30-31,WoW,5
male,30-31,WoW,5
female,30-31,WoW,5
male,30-31,WoW,5
female,34-35,EQ,5
female,34-35,WoW,5
male,34-35,WoW,5
male,34-35,WoW,5
male,36-37,WoW,5
male,36-37,WoW,5
male,36-37,WoW,5
male,40-41,WoW,5
male,40-41,WoW,5
female,42-43,EQ,5
male,44-45,EQ2,5
male,48-49,WoW,5
female,56-57,WoW,5
male,60-,EQ,5
male,16-17,Other,5
male,16-17,WoW,5
male,16-17,WoW,5
male,16-17,WoW,5
male,16-17,SWG,5
male,16-17,SWG,5
male,16-17,WoW,5
male,16-17,WoW,5
male,16-17,WoW,5
male,18-19,FFXI,5
male,18-19,WoW,5
male,18-19,WoW,5
male,18-19,WoW,5
male,18-19,WoW,5
male,18-19,WoW,5
male,18-19,WoW,5
female,18-19,EQ2,5
male,18-19,EQ,5
male,18-19,WoW,5
male,18-19,WoW,5
male,18-19,WoW,5
male,18-19,Other,5
male,20-21,WoW,5
male,20-21,WoW,5
male,20-21,WoW,5
male,20-21,WoW,5
male,20-21,EQ2,5
male,20-21,WoW,5
male,20-21,WoW,5
male,20-21,WoW,5
male,20-21,WoW,5
male,20-21,WoW,5
male,20-21,FFXI,5
male,22-23,WoW,5
male,22-23,WoW,5
male,22-23,WoW,5
male,22-23,WoW,5
male,22-23,WoW,5
male,22-23,WoW,5
male,22-23,WoW,5
male,22-23,WoW,5
male,22-23,WoW,5
male,22-23,WoW,5
female,22-23,EQ2,5
female,22-23,WoW,5
male,22-23,WoW,5
male,22-23,CoH,5
male,22-23,WoW,5
male,22-23,WoW,5
male,22-23,WoW,5
male,22-23,WoW,5
male,22-23,CoH,5
male,22-23,WoW,5
female,24-25,CoH,5
male,24-25,WoW,5
male,24-25,WoW,5
male,24-25,WoW,5
male,24-25,WoW,5
male,24-25,WoW,5
male,24-25,Other,5
male,24-25,WoW,5
male,24-25,EQ,5
female,24-25,EQ2,5
male,24-25,WoW,5
male,24-25,WoW,5
male,24-25,Other,5
male,24-25,Other,5
male,24-25,WoW,5
male,24-25,EQ2,5
male,24-25,WoW,5
male,24-25,DAOC,5
male,24-25,WoW,5
male,24-25,WoW,5
female,26-27,WoW,5
female,26-27,Other,5
female,26-27,EQ2,5
male,26-27,WoW,5
male,26-27,WoW,5
male,26-27,WoW,5
male,26-27,WoW,5
male,26-27,WoW,5
male,26-27,WoW,5
male,26-27,WoW,5
male,26-27,EQ2,5
female,26-27,WoW,5
female,26-27,Other,5
male,26-27,Other,5
male,26-27,EQ,5
male,26-27,WoW,5
male,26-27,WoW,5
male,26-27,WoW,5
male,28-29,WoW,5
male,28-29,SWG,5
male,28-29,WoW,5
male,28-29,WoW,5
male,28-29,WoW,5
male,28-29,EQ,5
male,28-29,WoW,5
male,28-29,WoW,5
male,28-29,WoW,5
female,30-31,WoW,5
female,30-31,Other,5
male,30-31,SWG,5
male,30-31,EQ,5
male,30-31,WoW,5
male,30-31,DAOC,5
male,30-31,WoW,5
female,30-31,WoW,5
male,30-31,DAOC,5
male,30-31,EQ2,5
male,30-31,UO,5
male,30-31,Other,5
male,30-31,WoW,5
female,32-33,EQ2,5
female,32-33,WoW,5
male,32-33,EQ,5
male,32-33,EQ2,5
male,32-33,WoW,5
male,32-33,WoW,5
male,32-33,WoW,5
male,32-33,WoW,5
female,32-33,EQ,5
female,32-33,WoW,5
female,32-33,WoW,5
female,32-33,WoW,5
female,32-33,WoW,5
male,32-33,EQ2,5
male,32-33,WoW,5
male,32-33,WoW,5
male,32-33,WoW,5
male,32-33,EQ2,5
male,32-33,UO,5
female,34-35,WoW,5
female,34-35,WoW,5
male,34-35,DAOC,5
male,34-35,WoW,5
male,34-35,CoH,5
female,34-35,DAOC,5
female,34-35,Other,5
male,34-35,EQ2,5
male,34-35,WoW,5
male,34-35,WoW,5
male,34-35,WoW,5
male,34-35,EQ2,5
male,34-35,DAOC,5
male,34-35,EQ2,5
male,34-35,WoW,5
male,34-35,WoW,5
male,34-35,WoW,5
male,36-37,DAOC,5
male,36-37,WoW,5
male,36-37,WoW,5
male,36-37,WoW,5
male,36-37,EQ2,5
male,36-37,WoW,5
male,36-37,EQ2,5
female,38-39,DAOC,5
female,38-39,DAOC,5
male,38-39,WoW,5
male,38-39,EQ,5
female,38-39,DAOC,5
female,38-39,CoH,5
male,38-39,WoW,5
male,38-39,WoW,5
female,40-41,WoW,5
male,40-41,EQ2,5
male,40-41,AO,5
male,40-41,WoW,5
male,40-41,WoW,5
female,40-41,SWG,5
female,42-43,WoW,5
male,42-43,DAOC,5
male,42-43,WoW,5
female,44-45,Other,5
female,46-47,DAOC,5
male,46-47,EQ,5
male,46-47,WoW,5
male,46-47,Other,5
female,48-49,WoW,5
female,48-49,EQ,5
male,48-49,EQ2,5
male,50-51,Other,5
female,50-51,EQ2,5
male,52-53,EQ2,5
female,54-55,AC1,5
female,54-55,WoW,5
male,56-57,EQ,5
male,56-57,EQ,5
